#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-22.8307495, -31.2607532, 23.3347221, 0.8623845, 0.4064085, -0.2989152, 0.0421268)    0    0   -17.66939344  0 0.600 -50.42348361
(-22.6719335, -35.5094353, 27.9741101, 0.8253938, 0.4966060, -0.2685283, -0.0002224)    0    0   -24.63422633  0 0.600 -67.83556583
(-22.2789047, -30.6122782, 31.7426866, 0.7258505, 0.5776046, -0.3688062, 0.0591266)    0    0   -53.44869928  0 0.600 -139.87174819
(-17.6755239, -39.5537592, 34.1353661, 0.7288884, 0.6071729, -0.2509860, -0.1925326)    0    0   -20.96920641  0 0.600 -58.67301603
(-22.3176164, -26.6634244, 31.9822450, 0.8115590, 0.3696812, -0.4521512, 0.0163432)    0    0   -47.46569503  0 0.600 -124.91423756
(-28.2477371, -41.0022158, 28.2800036, 0.7966619, 0.4477391, -0.3742588, -0.1574481)    0    0   -16.83063261  0 0.600 -48.32658152
(-20.1377875, -26.7262390, 36.2459859, 0.7992361, 0.5245462, -0.2858181, 0.0661891)    0    0   -50.82793870  0 0.600 -133.31984676
(-20.8238380, -30.5661674, 26.7486367, 0.7847348, 0.5252502, -0.3290949, 0.0001349)    0    0   -47.89514764  0 0.600 -125.98786909
(-27.2048016, -30.4181945, 24.1915219, 0.8252092, 0.3308749, -0.4562653, -0.0370622)    0    0   -17.84153285  0 0.600 -50.85383212
(-22.1418797, -33.5086673, 29.9539405, 0.7809790, 0.5439619, -0.3066130, 0.0128764)    0    0   -36.82874685  0 0.600 -98.32186713
(-16.7365785, -31.5086717, 32.1487729, 0.7602509, 0.6258322, -0.1685662, -0.0440229)    0    0   -54.88718087  0 0.600 -143.46795217
(-25.5301263, -27.3836750, 25.0291598, 0.7449746, 0.4214678, -0.4251852, 0.2942709)    0    0   -59.17997422  0 0.600 -154.19993556
(-29.4816370, -28.6374774, 30.3858118, 0.7129152, 0.4511820, -0.4660982, 0.2663441)    0    0   -41.63931310  0 0.600 -110.34828275
(-16.0003010, -27.6427375, 32.9661799, 0.8353202, 0.5410787, -0.0973262, -0.0013138)    0    0   -59.53150859  0 0.600 -155.07877148
(-27.2067309, -40.8585632, 25.8267275, 0.7911516, 0.4157794, -0.3548484, -0.2743888)    0    0   -19.18193282  0 0.600 -54.20483206
(-23.8564061, -35.0829730, 38.6375480, 0.7914921, 0.4656537, -0.3904101, -0.0654738)    0    0   -7.53471855  0 0.600 -25.08679638
(-18.2744769, -39.6517681, 26.3795131, 0.8217873, 0.5526557, -0.1254775, -0.0590999)    0    0   -18.56123110  0 0.600 -52.65307774
(-21.9751109, -36.3594223, 23.4064876, 0.9040700, 0.3873326, -0.1511081, 0.0989814)    0    0   -11.41764271  0 0.600 -34.79410678
(-19.3952302, -32.7045456, 28.3155151, 0.7408797, 0.6290416, -0.2350472, 0.0125145)    0    0   -56.88405771  0 0.600 -148.46014426
(-28.8387300, -39.6891954, 29.6489750, 0.7478416, 0.4606249, -0.4453741, -0.1737802)    0    0   -19.46480495  0 0.600 -54.91201237
