#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-25.2788017, -32.8758897, 20.4372795, 0.9318549, 0.2607536, -0.2403061, 0.0768565)    0    0   -9.32934635  6 0.320 -13.41579127
(-26.1807609, -33.2740272, 26.9867810, 0.8471541, 0.4169622, -0.3263229, -0.0445619)    0    0   -25.76698539  2 0.640 -31.23946117
(-26.2345018, -33.5427439, 27.1130583, 0.8471554, 0.4169610, -0.3263212, -0.0445622)    0    0   -26.81582396  2 0.680 -33.57978225
(-19.4874015, -42.4389127, 29.0363681, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -20.98656348  0 0.400 -26.64122880
(-25.7287445, -34.2092309, 26.1719378, 0.8471454, 0.4169708, -0.3263349, -0.0445593)    0    0   -23.64235154  1 2.240 -28.61723662
(-24.5001695, -38.5508341, 30.6979851, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -26.87408838  0 0.560 -34.77834284
(-21.6553713, -35.4559644, 38.1196490, 0.7976875, 0.4755040, -0.3601149, -0.0889257)    0    0   -19.10336643  0 0.400 -21.60686387
(-19.5060814, -30.4216737, 23.2523661, 0.8978088, 0.3461111, -0.2718806, -0.0150798)    0    0   -15.45797082  3 5.000 -18.25452176
(-28.7752679, -29.1133719, 24.2357798, 0.8289321, 0.2900907, -0.4675849, 0.1004158)    0    0   -29.55113056  8 1.800 -38.55001310
(-25.8078486, -33.6709359, 27.0752163, 0.8471554, 0.4169610, -0.3263212, -0.0445622)    0    0   -27.18652851  4 0.240 -33.74924599
(-21.5325314, -35.4294274, 38.1846759, 0.7976065, 0.4754306, -0.3604309, -0.0887649)    0    0   -19.09723921  6 0.320 -25.32258612
(-28.3811196, -29.5556809, 23.5547509, 0.8289321, 0.2900907, -0.4675849, 0.1004158)    0    0   -27.24917136  5 1.720 -33.40619058
(-31.6327428, -36.6623704, 26.5086199, 0.8168150, 0.4210391, -0.3206403, 0.2296281)    0    0   -23.41559986  6 0.360 -29.57290352
(-21.5959559, -35.4764599, 37.9651006, 0.7976779, 0.4754954, -0.3601523, -0.0889067)    0    0   -19.45690200  14 0.000 -24.81865338
(-24.5503964, -38.5544541, 30.8938475, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -23.96661063  5 1.200 -30.72707876
(-25.3559857, -36.3713728, 37.8424491, 0.7884941, 0.4673539, -0.3933192, -0.0718147)    0    0   -16.91663135  10 0.520 -21.88054266
(-19.9566458, -42.5149220, 28.8760955, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -21.24599251  0 0.400 -26.81636954
(-24.4976284, -37.0347916, 23.1589066, 0.8963084, 0.3612794, -0.2498842, -0.0605511)    0    0   -17.71116716  6 0.480 -22.30832635
(-19.7166754, -42.4643018, 29.0194420, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -19.72254336  3 0.480 -24.32105124
(-24.7248096, -38.5811639, 31.1259529, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -24.76097970  3 0.400 -31.39948721
(-29.7175010, -37.8788792, 33.1790590, 0.7830432, 0.4976083, -0.3565162, 0.1101159)    0    0   -24.31260411  5 0.640 -28.74247726
(-25.1922340, -36.0954240, 37.1139794, 0.7884941, 0.4673539, -0.3933193, -0.0718147)    0    0   -16.46527147  4 0.440 -19.42856658
(-24.4866203, -38.8198650, 31.1008299, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -28.55991748  11 0.080 -36.77958278
(-19.9130983, -42.2809275, 28.9344437, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -19.65933178  2 0.560 -24.33447987
(-19.8331423, -42.4644312, 28.7707480, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -22.57811414  0 0.400 -28.95027989
(-22.0054105, -35.1991065, 38.0709723, 0.7976183, 0.4754413, -0.3603848, -0.0887884)    0    0   -18.99329037  0 0.560 -23.39989907
(-24.9442408, -36.9295810, 23.2792750, 0.8963405, 0.3612172, -0.2498804, -0.0604618)    0    0   -17.85730386  10 0.160 -21.38803777
(-24.7677060, -38.3940718, 30.5601493, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -25.04556502  0 0.800 -29.46555253
(-26.1006704, -33.4489364, 27.0255863, 0.8471579, 0.4169585, -0.3263178, -0.0445630)    0    0   -26.70632727  0 0.400 -31.20071911
(-25.7117449, -34.1349644, 26.1710906, 0.8496743, 0.4144650, -0.3228280, -0.0453256)    0    0   -27.99811163  2 0.720 -34.30867235
(-25.3397150, -32.7120566, 20.0324980, 0.9318549, 0.2607536, -0.2403061, 0.0768565)    0    0   -8.40257133  11 0.120 -11.01374686
(-21.6630409, -35.5237455, 37.8130767, 0.7976182, 0.4754412, -0.3603854, -0.0887881)    0    0   -19.47613852  7 0.080 -23.91250229
(-24.3798793, -38.7476339, 31.7930103, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -25.51326331  7 0.240 -30.68646956
(-21.7329788, -35.4386273, 38.0822500, 0.7975955, 0.4754206, -0.3604738, -0.0887430)    0    0   -19.91800865  17 0.000 -28.14884855
(-20.0200424, -42.1140587, 28.9007559, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -18.65531868  3 1.040 -22.19267101
(-19.8800798, -30.4189541, 23.2306057, 0.8978088, 0.3461111, -0.2718806, -0.0150798)    0    0   -15.62332219  5 4.920 -19.67505683
(-25.2098263, -32.3665731, 20.0751157, 0.9318549, 0.2607536, -0.2403061, 0.0768565)    0    0   -7.84471021  7 0.440 -8.66143251
(-25.3679558, -36.4102535, 37.9457590, 0.7884941, 0.4673539, -0.3933193, -0.0718147)    0    0   -16.81184457  8 0.560 -19.58185464
(-25.3991902, -36.1412891, 36.7145391, 0.7884940, 0.4673538, -0.3933196, -0.0718145)    0    0   -21.27242841  0 0.840 -29.95982699
(-25.3687005, -33.1987998, 20.5180964, 0.9318549, 0.2607536, -0.2403061, 0.0768565)    0    0   -7.15001497  1 3.560 -8.73951939
(-28.9878479, -29.1309754, 24.0792938, 0.8289321, 0.2900907, -0.4675849, 0.1004158)    0    0   -25.98844977  0 5.000 -32.48556221
(-21.5673583, -35.4526789, 38.0462910, 0.7976262, 0.4754484, -0.3603542, -0.0888039)    0    0   -18.17536902  4 0.640 -22.49641029
(-25.8459353, -34.2413000, 25.5645644, 0.8471423, 0.4169738, -0.3263392, -0.0445583)    0    0   -24.21522113  3 0.640 -28.62742809
(-29.6245558, -37.8924024, 33.3101088, 0.7830432, 0.4976083, -0.3565162, 0.1101159)    0    0   -25.43176658  0 0.640 -32.05514743
(-21.7029332, -35.3195071, 37.9354147, 0.7976356, 0.4754570, -0.3603173, -0.0888227)    0    0   -20.24863958  17 0.000 -25.76150983
(-25.6082194, -36.5310232, 37.6700530, 0.7884941, 0.4673540, -0.3933191, -0.0718148)    0    0   -21.42946367  11 0.080 -28.14785125
(-28.6025997, -29.1132231, 24.3303026, 0.8289321, 0.2900907, -0.4675849, 0.1004158)    0    0   -29.67895614  3 0.760 -40.23469353
(-29.8202613, -38.0410909, 33.4425335, 0.7830432, 0.4976083, -0.3565162, 0.1101159)    0    0   -24.61896119  8 0.400 -30.41147427
(-26.2166989, -33.5980122, 27.1180540, 0.8471541, 0.4169622, -0.3263229, -0.0445619)    0    0   -26.84153680  7 0.400 -33.80459297
(-26.1700965, -33.3934793, 27.2429994, 0.8471647, 0.4169518, -0.3263084, -0.0445650)    0    0   -29.51930058  10 0.000 -37.22286849
(-29.7380539, -38.1406918, 33.3919049, 0.7830432, 0.4976083, -0.3565162, 0.1101159)    0    0   -23.43133529  2 5.000 -29.68721981
(-20.0682769, -42.0655187, 28.8729536, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -18.74386769  4 0.480 -22.10709516
(-31.4495701, -36.7747255, 26.6108731, 0.8168150, 0.4210391, -0.3206403, 0.2296281)    0    0   -19.80311880  0 5.000 -24.75389850
