#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-22.1784142, -31.0413597, 22.6116879, 0.8460826, 0.4251181, -0.3022823, -0.1097465)    0    0   -34.45800952  0 4.040 -38.48755328
(-23.4139342, -36.0683151, 28.3865146, 0.8293448, 0.4684354, -0.2999886, -0.0525577)    0    0   -46.07077915  5 3.480 -54.64377547
(-22.1008475, -31.3409895, 29.6802384, 0.8214937, 0.4600650, -0.3366337, -0.0128854)    0    0   -81.70835882  2 3.400 -101.20296699
(-18.0162338, -39.2379381, 33.9505045, 0.7711359, 0.5601684, -0.2592030, -0.1561237)    0    0   -46.88769172  1 4.120 -58.67301603
(-22.3176164, -26.6634244, 31.9822450, 0.8104491, 0.3778685, -0.4469183, 0.0255271)    0    0   -99.23069453  1 4.040 -123.41867892
(-28.8238193, -40.6859690, 29.3145480, 0.7943025, 0.5126296, -0.3038264, 0.1182536)    0    0   -29.58520349  2 2.680 -34.85072185
(-19.3073177, -27.1785406, 36.5711678, 0.8541616, 0.3223706, -0.4046397, -0.0524577)    0    0   -74.18198614  1 3.560 -93.78090095
(-21.4612881, -31.0974120, 24.7201182, 0.8501447, 0.4426247, -0.2851668, 0.0041474)    0    0   -77.55189085  6 3.080 -75.92317524
(-27.5818093, -30.0920908, 24.2305304, 0.8286157, 0.3076814, -0.4657539, 0.0424442)    0    0   -37.57473173  0 4.120 -43.19452813
(-24.2647248, -33.8928479, 29.4943621, 0.8532678, 0.4140535, -0.3162040, 0.0225577)    0    0   -62.34721247  8 2.280 -70.16629327
(-17.4864403, -30.5169323, 33.6598949, 0.8373944, 0.4625723, -0.2781795, -0.0861023)    0    0   -78.72850709  3 3.000 -96.73467583
(-24.5383819, -25.9774890, 25.4648973, 0.8376242, 0.3247424, -0.3960301, 0.1899689)    0    0   -95.43520632  4 3.160 -112.02493265
(-29.0903928, -30.4519225, 29.9141024, 0.8006524, 0.3939480, -0.4351192, 0.1201333)    0    0   -54.43667796  3 3.160 -62.91807371
(-17.2725771, -28.3398262, 32.5639277, 0.8427770, 0.4550695, -0.2779445, -0.0733861)    0    0   -95.72461995  5 3.080 -116.68825539
(-27.6779696, -40.9857965, 27.1636661, 0.8031678, 0.5025393, -0.3157845, 0.0515350)    0    0   -34.36521467  5 3.400 -35.43477684
(-23.8564061, -35.0829730, 38.6375480, 0.7914921, 0.4656537, -0.3904101, -0.0654738)    0    0   -20.04495523  0 4.200 -25.08679638
(-19.2404607, -39.5811866, 26.1307291, 0.8634681, 0.4770313, -0.1610110, -0.0306502)    0    0   -37.22532326  1 3.960 -40.52527549
(-21.9751109, -36.3594223, 23.4064876, 0.9040700, 0.3873326, -0.1511081, 0.0989814)    0    0   -27.80321972  0 4.200 -34.79410678
(-19.0689233, -32.9001720, 30.2060155, 0.7925715, 0.5136819, -0.3012340, -0.1312226)    0    0   -89.86540498  4 3.000 -104.89167249
(-28.8052464, -41.0889682, 29.1109091, 0.7927380, 0.5142630, -0.3047613, 0.1192501)    0    0   -26.49649014  0 3.720 -32.49763491
(-29.8125967, -37.3301195, 33.9109627, 0.7812688, 0.4983114, -0.3593122, 0.1104513)    0    0   -29.69018746  5 2.440 -36.47654082
(-23.5402817, -35.2151324, 38.5819967, 0.7919743, 0.4626250, -0.3928067, -0.0667660)    0    0   -22.52725816  1 3.720 -24.99006478
(-28.8089569, -40.8020435, 29.2040024, 0.7943102, 0.5128575, -0.3023932, 0.1208590)    0    0   -30.41994422  3 3.560 -34.84358032
(-20.1017442, -42.2035873, 29.1885087, 0.8530830, 0.4593937, -0.1926132, -0.1552641)    0    0   -24.86481180  2 3.240 -30.98660973
(-20.1925397, -38.2177654, 31.7133520, 0.8132644, 0.5114856, -0.2414479, -0.1366979)    0    0   -35.38110761  2 4.040 -44.27572604
(-17.0886770, -27.8559285, 32.5308580, 0.8466386, 0.4506200, -0.2779119, -0.0539414)    0    0   -104.91891288  3 2.760 -119.50829830
(-19.1126923, -35.3691240, 25.6901597, 0.8547053, 0.4849922, -0.1808200, -0.0395665)    0    0   -50.88549721  2 3.960 -60.73373264
