#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-25.2788017, -32.8758897, 20.4372795, 0.9318549, 0.2607536, -0.2403061, 0.0768565)    0    0   -9.32934635  6 0.320 -13.41579127
(-26.1191459, -33.7070949, 26.9565504, 0.8471312, 0.4169848, -0.3263545, -0.0445550)    0    0   -26.35476420  8 0.240 -33.49109626
(-26.3653214, -33.4151050, 27.1706091, 0.8471355, 0.4169805, -0.3263486, -0.0445563)    0    0   -27.00955823  0 0.400 -34.90537298
(-19.4874015, -42.4389127, 29.0363681, 0.8520817, 0.4624376, -0.1918511, -0.1526477)    0    0   -20.98656348  0 0.400 -26.64122880
(-25.9480941, -33.2911433, 27.0269160, 0.8471330, 0.4169830, -0.3263520, -0.0445555)    0    0   -25.28520876  4 0.480 -29.96362866
(-24.5001695, -38.5508341, 30.6979851, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -26.87408838  0 0.560 -34.77834284
(-21.6553713, -35.4559644, 38.1196490, 0.7976875, 0.4755040, -0.3601149, -0.0889257)    0    0   -19.10336643  0 0.400 -21.60686387
(-19.5060814, -30.4216737, 23.2523661, 0.8978088, 0.3461111, -0.2718806, -0.0150798)    0    0   -15.45797082  3 5.000 -18.25452176
(-28.7752679, -29.1133719, 24.2357798, 0.8289321, 0.2900907, -0.4675849, 0.1004158)    0    0   -29.55113047  8 1.800 -38.55001310
(-26.1421262, -33.2246103, 26.9059219, 0.8471293, 0.4169866, -0.3263571, -0.0445544)    0    0   -27.83211953  0 0.400 -35.95775544
(-21.5325314, -35.4294274, 38.1846759, 0.7976065, 0.4754306, -0.3604309, -0.0887649)    0    0   -19.09723921  6 0.320 -25.32258612
(-28.3811196, -29.5556809, 23.5547509, 0.8289321, 0.2900907, -0.4675849, 0.1004158)    0    0   -27.24917062  5 1.720 -33.40619058
(-31.6327428, -36.6623704, 26.5086199, 0.8168150, 0.4210391, -0.3206403, 0.2296281)    0    0   -23.41559986  6 0.360 -29.57290352
(-21.5959559, -35.4764599, 37.9651006, 0.7976779, 0.4754954, -0.3601523, -0.0889067)    0    0   -19.45690200  14 0.000 -24.81865338
(-24.5503964, -38.5544541, 30.8938475, 0.8042475, 0.4907220, -0.3271680, -0.0730681)    0    0   -23.96686404  5 1.200 -30.72756078
