#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-25.6510522, -32.9466358, 20.4266348, 0.9318515, 0.2607653, -0.2403108, 0.0768438)    0    0   -8.32967779  6 1.240 -9.51094506
(-25.7484984, -34.4465118, 27.5662883, 0.8472698, 0.4168555, -0.3261503, -0.0446249)    0    0   -29.76573264  23 1.960 -39.57652744
(-25.9092837, -34.4929219, 27.5893700, 0.8470968, 0.4170143, -0.3264115, -0.0445145)    0    0   -28.56420841  0 0.400 -34.39499669
(-19.9030446, -42.4361880, 28.8990802, 0.8520814, 0.4624379, -0.1918514, -0.1526484)    0    0   -17.97515061  2 0.680 -21.80500550
(-25.9081792, -34.5151663, 27.5538853, 0.8471178, 0.4169970, -0.3263752, -0.0445438)    0    0   -28.47081830  7 0.480 -35.32894798
(-24.6362317, -38.7357097, 31.4540393, 0.8042471, 0.4907225, -0.3271687, -0.0730660)    0    0   -24.56570367  6 0.360 -28.35606628
(-21.3449075, -35.4839079, 37.9981880, 0.7977021, 0.4755172, -0.3600579, -0.0889550)    0    0   -19.44784678  0 0.400 -23.57753069
(-20.0657456, -30.4698213, 23.1639940, 0.8978142, 0.3461006, -0.2718769, -0.0150682)    0    0   -17.23892320  7 3.720 -24.55064915
(-28.8866365, -29.1041893, 24.1888785, 0.8289321, 0.2900906, -0.4675849, 0.1004159)    0    0   -28.79635580  6 4.600 -36.08767749
(-25.9235781, -34.6524828, 27.3500792, 0.8470920, 0.4170203, -0.3264169, -0.0445107)    0    0   -29.22935018  0 0.400 -35.36563167
(-21.8147831, -35.4484743, 38.0516154, 0.7977021, 0.4755166, -0.3600590, -0.0889546)    0    0   -19.23019039  6 0.440 -23.63364779
(-28.9069837, -29.1283495, 24.1294480, 0.8289586, 0.2901308, -0.4675139, 0.1004115)    0    0   -31.22488508  6 0.760 -40.34899259
(-31.4619820, -36.9448255, 26.8281986, 0.8168150, 0.4210391, -0.3206404, 0.2296281)    0    0   -21.82202486  1 5.000 -27.17637248
(-21.8051346, -35.4000872, 38.0969301, 0.7979091, 0.4757046, -0.3592494, -0.0893648)    0    0   -20.00846276  0 0.400 -23.42714789
