#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-25.4504154, -32.4324846, 20.7831754, 0.9317940, 0.2609559, -0.2403883, 0.0766511)    0    0   -13.73599041  2 5.000 -15.07021832
(-25.9450200, -34.3229040, 27.5685945, 0.8444013, 0.4202174, -0.3290435, -0.0461964)    0    0   -28.81412220  0 3.800 -35.60543583
(-25.4923270, -34.1355778, 28.1562910, 0.8477482, 0.4163111, -0.3258829, -0.0425257)    0    0   -33.50164057  11 1.000 -39.99819015
(-19.8198091, -41.2862089, 30.1259728, 0.8516968, 0.4627624, -0.1923523, -0.1531800)    0    0   -24.33012433  8 2.680 -29.02248031
(-25.8726925, -28.5547308, 29.6905304, 0.8293144, 0.4007685, -0.3858392, 0.0524441)    0    0   -78.79681440  7 2.280 -93.81225191
(-28.7932129, -41.5868670, 28.8797119, 0.7927628, 0.5142405, -0.3047558, 0.1191962)    0    0   -27.41071222  1 5.000 -32.78637173
(-18.9406925, -31.0039899, 36.1638471, 0.8033276, 0.4758832, -0.3447496, -0.0966833)    0    0   -67.57183721  8 4.440 -83.58066729
(-22.2612785, -31.2167881, 22.0460773, 0.8909242, 0.3579557, -0.2779217, -0.0296862)    0    0   -25.74989726  0 0.920 -29.65735674
(-29.6472084, -28.9308120, 23.9967478, 0.8289578, 0.2903830, -0.4675574, 0.0994824)    0    0   -29.10604405  2 5.000 -35.19710598
(-25.7539958, -34.2695178, 27.9459101, 0.8443643, 0.4202456, -0.3291403, -0.0459260)    0    0   -29.76566112  5 0.760 -37.26345186
(-19.5142940, -33.2005539, 36.5562848, 0.8007844, 0.4768136, -0.3501997, -0.0935593)    0    0   -56.60488437  12 3.080 -66.32968169
(-23.9969631, -26.5103406, 25.4272557, 0.8610004, 0.3043961, -0.3711392, 0.1681575)    0    0   -69.98103553  3 3.320 -84.20080699
(-31.4855388, -34.0354181, 28.0324617, 0.8150302, 0.4185647, -0.3342413, 0.2209346)    0    0   -36.51076819  8 3.640 -46.94378625
(-18.6245523, -30.5510635, 35.5668714, 0.8064736, 0.4700250, -0.3461198, -0.0942222)    0    0   -74.47235889  7 1.960 -92.36145420
(-28.8107292, -41.1443479, 29.1070003, 0.7927684, 0.5142363, -0.3047658, 0.1191514)    0    0   -29.72632747  3 4.120 -37.17602320
(-24.4861591, -36.0079645, 38.0256601, 0.7885183, 0.4672826, -0.3933428, -0.0718844)    0    0   -19.33974483  4 5.000 -24.77834038
(-20.4314838, -42.2723854, 29.3813535, 0.8520831, 0.4623645, -0.1918516, -0.1528608)    0    0   -21.49983476  1 4.360 -26.51156519
(-24.7538227, -37.6261141, 23.3599471, 0.8939600, 0.3629188, -0.2532008, -0.0708152)    0    0   -21.90682448  6 4.920 -27.62643115
(-19.1547077, -37.1644257, 31.6916883, 0.8443011, 0.4723793, -0.2021098, -0.1522009)    0    0   -43.09252520  5 3.160 -45.33466705
(-27.1746020, -40.3134346, 29.9683109, 0.8038964, 0.4937694, -0.3266699, -0.0568249)    0    0   -32.69932471  17 2.760 -41.28036852
(-29.8183067, -37.3224614, 33.9177401, 0.7830555, 0.4976232, -0.3564061, 0.1103173)    0    0   -26.18600942  4 3.960 -32.00413276
(-24.4617909, -35.9793876, 38.0979905, 0.7886517, 0.4672893, -0.3930119, -0.0721868)    0    0   -19.08975878  3 3.640 -24.72387118
(-28.8240967, -40.8579929, 29.2723396, 0.7927644, 0.5142391, -0.3047535, 0.1191977)    0    0   -28.46009457  2 5.000 -34.87839966
(-20.1571063, -42.2716913, 29.0868929, 0.8520541, 0.4623334, -0.1918908, -0.1530668)    0    0   -22.19350647  4 5.000 -28.53737480
(-20.0969777, -41.7711085, 29.2097995, 0.8523401, 0.4627070, -0.1915651, -0.1507363)    0    0   -26.21068333  12 2.520 -32.16414900
(-18.5617691, -30.5308692, 35.4908838, 0.8066785, 0.4703535, -0.3447724, -0.0957570)    0    0   -76.12769642  11 1.320 -93.01574687
(-23.1721655, -37.0619477, 23.5494470, 0.8943909, 0.3641907, -0.2508966, -0.0669393)    0    0   -26.13001031  13 2.280 -32.29126710
(-24.8728805, -39.2882672, 31.2810686, 0.8043317, 0.4906278, -0.3270512, -0.0732971)    0    0   -25.57678505  1 3.960 -30.73413392
(-26.8731343, -29.1941928, 29.4161994, 0.8297584, 0.4040793, -0.3814260, 0.0522981)    0    0   -66.75179789  5 5.000 -79.67652728
(-25.7958314, -34.2014106, 28.0057881, 0.8444392, 0.4202096, -0.3289861, -0.0459837)    0    0   -29.50923528  5 4.120 -36.74750572
(-23.9331712, -31.7215997, 21.5675995, 0.9270220, 0.2761243, -0.2464994, 0.0601960)    0    0   -23.33767539  6 2.680 -26.82668559
(-20.5269359, -35.5092796, 38.3295057, 0.8020990, 0.4797573, -0.3418405, -0.0980572)    0    0   -21.53647671  2 3.480 -25.14449977
(-24.9525320, -38.7457912, 30.6651097, 0.8043421, 0.4905508, -0.3271310, -0.0733413)    0    0   -27.05244932  3 2.360 -33.32241797
(-21.4138701, -35.6378661, 37.9418018, 0.7927268, 0.4706372, -0.3791748, -0.0794438)    0    0   -22.36430701  8 3.480 -30.03849437
(-19.4414105, -40.2008763, 31.0254399, 0.8507365, 0.4641179, -0.1933630, -0.1531430)    0    0   -28.40925775  8 3.080 -35.28534227
(-19.9882321, -30.8299345, 22.8557583, 0.8877430, 0.3667349, -0.2760458, -0.0348795)    0    0   -44.97542718  6 3.240 -38.08051301
(-24.6716803, -32.0147869, 21.2083763, 0.9309679, 0.2637300, -0.2415157, 0.0735894)    0    0   -17.83302528  3 4.760 -18.38548944
(-24.3108314, -35.0649163, 38.2418833, 0.7890737, 0.4672663, -0.3921574, -0.0723704)    0    0   -24.63562027  9 1.320 -28.74995806
(-24.6537837, -35.9990026, 38.0684384, 0.7885339, 0.4672092, -0.3933808, -0.0719814)    0    0   -18.39386757  2 5.000 -24.43098339
(-24.4350294, -37.5722189, 23.2298414, 0.8946464, 0.3644625, -0.2500690, -0.0651181)    0    0   -18.12235110  0 4.040 -21.09519361
(-29.2117913, -28.9281255, 24.2334613, 0.8289321, 0.2900903, -0.4675849, 0.1004170)    0    0   -28.41407853  0 5.000 -35.47265838
(-18.6947187, -30.5234335, 35.7157031, 0.8072796, 0.4677731, -0.3472732, -0.0942831)    0    0   -71.19648166  6 1.560 -84.14743446
(-26.3279580, -34.0807982, 27.5039222, 0.8452167, 0.4191096, -0.3286404, -0.0441748)    0    0   -29.00283282  1 1.400 -34.90827826
(-29.6014511, -37.6343412, 33.5939826, 0.7830568, 0.4976199, -0.3564104, 0.1103090)    0    0   -26.77502314  6 4.920 -34.15235354
(-19.1750019, -30.7308531, 36.1964061, 0.8024881, 0.4749656, -0.3486296, -0.0942226)    0    0   -67.06127771  7 3.800 -84.16246155
(-24.6994280, -35.9568948, 38.1059093, 0.7886641, 0.4671854, -0.3931056, -0.0722130)    0    0   -20.01965163  5 2.680 -24.39361787
(-29.3493577, -28.9289728, 24.1586751, 0.8289448, 0.2902576, -0.4675715, 0.0998894)    0    0   -28.96398109  1 5.000 -34.45438968
(-30.0430696, -36.7387127, 33.8478889, 0.7828188, 0.4973030, -0.3576452, 0.1094272)    0    0   -32.03545083  14 0.840 -41.33445195
(-25.8386028, -30.5744584, 29.3072082, 0.8493683, 0.4105833, -0.3308381, -0.0232601)    0    0   -58.80508461  11 4.120 -68.26826148
(-25.7676321, -35.2842399, 26.4182168, 0.8876907, 0.3699976, -0.2647552, -0.0707924)    0    0   -32.52749143  25 3.240 -44.52420325
(-30.0846104, -36.7147374, 33.7534692, 0.7828658, 0.4972610, -0.3573468, 0.1102539)    0    0   -31.48319908  12 1.400 -40.43002432
(-19.3571902, -40.0082631, 27.8134882, 0.8524442, 0.4626540, -0.1914185, -0.1504958)    0    0   -27.25613834  14 3.480 -36.61651475
(-31.5192299, -34.0180532, 28.0572161, 0.8154408, 0.4189501, -0.3314595, 0.2228714)    0    0   -37.70990349  9 3.800 -47.48882302
(-20.3530328, -41.8838106, 28.9830901, 0.8520762, 0.4623594, -0.1918697, -0.1528921)    0    0   -21.96504761  3 4.760 -26.53337580
(-20.1156027, -42.1067450, 28.9822988, 0.8520707, 0.4623715, -0.1918747, -0.1528799)    0    0   -21.72791227  2 4.760 -26.21168439
(-24.6874523, -35.9698799, 38.0631454, 0.7886738, 0.4673364, -0.3929243, -0.0721168)    0    0   -22.58264009  9 1.800 -26.45890395
(-24.3503699, -37.5380437, 23.2381150, 0.8945358, 0.3641386, -0.2506598, -0.0661694)    0    0   -20.40742956  1 4.520 -26.16862210
(-23.4084496, -31.5826364, 21.6768324, 0.9204526, 0.2944956, -0.2538031, 0.0402920)    0    0   -25.72780311  5 1.320 -31.02930201
(-24.9121510, -37.8930107, 22.9388708, 0.8942344, 0.3634705, -0.2520373, -0.0686390)    0    0   -21.59468772  3 5.000 -28.07844313
(-31.4685523, -37.1748661, 27.1429576, 0.8168170, 0.4210429, -0.3206220, 0.2296398)    0    0   -25.10323384  0 5.000 -31.36042207
(-18.9976538, -37.9982655, 31.6156085, 0.8475586, 0.4685761, -0.1969900, -0.1525642)    0    0   -36.37348769  6 3.160 -37.13362646
(-25.2234550, -39.4213826, 30.8629392, 0.8034000, 0.4914829, -0.3284003, -0.0717371)    0    0   -27.90151121  5 1.080 -31.79997665
(-23.6558474, -37.5857219, 23.6405376, 0.8941622, 0.3646012, -0.2510556, -0.0671641)    0    0   -26.20196444  14 1.720 -33.36715628
(-25.9361029, -34.0302692, 28.0554450, 0.8474813, 0.4165532, -0.3260751, -0.0439769)    0    0   -31.62256213  10 0.520 -39.03865157
(-20.1708215, -35.5675953, 37.5249301, 0.7996527, 0.4773637, -0.3521877, -0.0929697)    0    0   -24.65203062  9 2.440 -30.76113365
(-20.1393177, -41.2893359, 29.9332990, 0.8517688, 0.4626711, -0.1922656, -0.1531647)    0    0   -25.04360447  9 2.840 -31.33841569
(-20.3035815, -34.0157870, 37.0585577, 0.8013515, 0.4784541, -0.3460298, -0.0958166)    0    0   -45.96537007  10 2.440 -52.69887187
(-21.5137104, -31.8693293, 22.4136948, 0.9217775, 0.2913039, -0.2519913, 0.0443694)    0    0   -24.20852806  7 3.400 -30.26832302
(-19.1428616, -31.5244563, 36.2285757, 0.8018538, 0.4769542, -0.3469704, -0.0956908)    0    0   -66.43523983  5 4.680 -81.74848685
(-29.2258970, -33.0727290, 35.1421445, 0.7811334, 0.4936067, -0.3670558, 0.1070193)    0    0   -46.27712991  6 4.120 -56.45135265
(-25.9129704, -34.3547581, 27.5530495, 0.8449509, 0.4195085, -0.3287507, -0.0446502)    0    0   -29.20295993  4 5.000 -36.71343421
(-19.0764365, -38.1020723, 31.7330286, 0.8466177, 0.4695592, -0.1985954, -0.1526845)    0    0   -35.50658205  5 3.240 -36.30911945
