#Coordinates  RecID  LigID  Luciferin  Neighbor's number  Vision Range  Scoring
(-3.3091647, -8.6789955, 19.9092471, -0.7187906, -0.4051579, -0.3748371, 0.4227107, 1.2278322, -0.2929332, -0.8770539, 0.0337979, 0.0568767, -0.8969119, -0.6395073, 0.1358581, -0.3581518, -0.4544751, 0.5966868, -1.1272517, 0.7646953, -0.0725993, 0.4421991, -1.0305059, -0.6128263, -0.3228565, 1.4443278, -0.8509995)    0    0   6.48703968  1 5.000 8.12336659
(-11.1167578, -19.8180624, 9.5079682, -0.8872017, 0.2868893, 0.1962522, -0.3034019, -0.2193281, 0.2557771, 0.5730241, -0.1174736, 1.3127324, -0.5951211, -0.2994610, -1.6326810, -0.3385099, 0.0773925, -0.8736680, 1.3486333, -0.6108737, 1.4686745, -0.6278055, -0.8420019, -1.6491620, -0.4997182, 0.6324161, 0.6850763)    0    0   6.92187050  4 0.480 8.70864184
(-2.9292138, -8.2428706, 20.1711304, -0.7187911, -0.4051575, -0.3748372, 0.4227102, 1.0079065, -0.4301976, -0.8583051, 0.1548940, 0.4501164, -1.1563851, -0.5867423, 0.0574278, -0.4076732, -0.6331154, 0.7037102, -1.3115430, 0.7180596, -0.0052123, 0.2385107, -1.2775704, -0.7016700, -0.3344118, 1.3255818, -0.9646323)    0    0   6.38044931  0 0.400 8.02224354
(-8.5217010, -20.7043567, 10.9437173, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.7215531, -0.6175579, -0.4208273, 0.0353858, 1.2458855, -0.0829384, -0.7405293, -0.3574623, 0.6606337, 0.1493007, 0.7212312, 0.2298280, -0.8373623, 0.9821458, -1.4634184, 0.1892859, 0.5064370, -0.2739408, -0.5921244, 0.4525595)    0    0   7.03940986  0 0.960 8.68379148
(-3.2589850, -8.5683401, 19.9078183, -0.7187907, -0.4051578, -0.3748371, 0.4227106, 0.9721723, -0.4013496, -0.8297970, 0.0927595, 0.2005507, -0.8947258, -0.5769903, 0.0342927, -0.3074120, -0.3927469, 0.6954478, -1.5414936, 0.9068624, -0.1321766, 0.4174804, -1.4341643, -0.7768031, -0.3707395, 1.4339156, -1.2074623)    0    0   6.36806645  11 0.160 7.93627626
(2.2732420, -15.9875598, 16.2440008, -0.3905268, -0.8984261, 0.0811529, 0.1836672, -0.4229872, -1.2437939, 0.8428034, -1.0495797, 0.2505456, -0.3334352, -2.3110346, 1.2205093, 1.1332715, -2.1410013, 0.3925252, -1.3012506, 1.6595457, -0.2519026, 0.0860181, 0.4909621, -0.6388791, 0.1589615, -0.5636507, 0.3844231)    0    0   7.11271972  6 4.600 8.97250513
(-3.7649349, -14.3292304, 18.9021072, -0.4268816, -0.6662778, -0.1575788, 0.5907749, -0.1773002, -0.1925188, 0.6296770, -1.1291957, -0.2714999, -0.1439054, 0.0201607, -0.8999830, 0.4781969, -0.8106425, 0.5150757, 0.3435517, 0.3077347, -0.7395569, -0.5084345, -0.0613580, 0.0111315, -0.5663331, 0.0581607, -0.8025263)    0    0   6.06139378  4 0.880 7.59638769
(-7.8802053, -21.3076391, 10.5753849, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.6605541, -0.4879823, -0.3164902, -0.0200573, 1.1993991, -0.1062501, -0.8290216, -0.4936808, 0.5746940, 0.0167183, 0.6318198, 0.6269012, -0.9497842, 0.9078892, -1.4786579, 0.2023668, 0.3944819, -0.2071586, -0.3213544, 0.1599958)    0    0   7.20001109  1 0.640 9.02540083
(-16.6927004, -9.1481939, 13.3087392, 0.7485950, 0.5182934, 0.2775574, -0.3064952, -0.0104161, 0.7241826, 1.3241460, 0.2648216, -0.2369249, -0.9429530, -1.7534412, 0.9783278, 0.0573560, -0.0691292, 0.8974384, -0.0726590, -0.0597047, 2.2831165, -1.3514783, 1.0794424, -0.1061374, -0.7523768, 1.2933578, -1.1729780)    0    0   5.56470895  8 1.840 6.91689336
(-8.2184720, -21.2623142, 10.7659280, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.6743746, -0.5308971, -0.2855849, -0.3111566, 1.2878335, -0.2353546, -0.9106675, -0.7481312, 0.5888171, -0.1532906, 0.7465156, 0.7353474, -0.9417396, 1.0909978, -1.6879352, 0.0542555, 0.3710482, -0.3496576, -0.3923393, 0.2470333)    0    0   7.17629706  11 0.000 8.97264657
(-8.0111790, -21.2420565, 10.7320427, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.5321422, -0.4566739, -0.1613390, -0.1106968, 1.1433530, -0.2336511, -0.7557365, -0.5301554, 0.4821776, 0.0860927, 0.6027628, 0.7426279, -0.9920411, 0.8849706, -1.4736824, 0.2232358, 0.3882303, -0.1769552, -0.2655237, 0.0757195)    0    0   7.18900667  10 1.200 9.01916350
(-6.1960939, -19.5137288, 13.8742904, -0.6668503, -0.4397551, -0.4030464, -0.4466314, 1.5772768, -0.7687016, 0.9982749, -2.4476531, 2.9202750, 0.2038731, -0.8471625, 0.0334620, 0.6669691, -0.4730007, -0.3084403, 0.5167935, 0.3889495, -0.7869581, 0.6776767, 0.6145584, 0.4013503, -0.0752110, -0.0506626, -0.0558043)    0    0   7.04392088  7 0.640 8.75831813
(-13.7028310, -12.4514304, 18.5636964, -0.2784904, 0.4867922, 0.1689453, 0.8105146, -0.2246605, -0.5820604, 0.6194413, -0.0665096, 0.7568218, -0.7422010, 0.1290580, -0.2201669, 0.3855298, -0.1378032, 0.2827654, -0.5679975, 0.2586834, -1.0219532, 0.2051023, -0.4858885, 0.8290610, 0.0866247, 0.5434143, 0.3240859)    0    0   4.96479597  7 3.240 6.22945928
(-3.2437782, -8.5826236, 19.9486654, -0.7187906, -0.4051579, -0.3748371, 0.4227107, 0.9306079, -0.4164619, -0.8173564, 0.1019124, 0.2039508, -0.8707525, -0.5722207, 0.0177067, -0.3001917, -0.3605681, 0.7437530, -1.4701563, 0.8079379, -0.0810654, 0.2909668, -1.3528634, -0.7430959, -0.3578188, 1.3573889, -1.0969443)    0    0   6.46762323  3 1.600 8.10158021
(-3.1079121, -8.2229565, 20.1018034, -0.7187909, -0.4051576, -0.3748372, 0.4227104, 1.0818369, -0.3753981, -0.8564705, 0.1037024, 0.2542782, -1.0029537, -0.6108268, 0.0826435, -0.3790805, -0.5167183, 0.7025742, -1.3063998, 0.7298156, -0.0264823, 0.2392516, -1.2598397, -0.6994642, -0.3376151, 1.3273006, -0.9695033)    0    0   6.39206648  0 0.400 8.05832811
(-3.3670772, -8.8892106, 19.9117620, -0.7187907, -0.4051578, -0.3748371, 0.4227106, 1.4645018, -0.1877001, -0.9180622, -0.0290311, -0.1142101, -0.8618378, -0.6985855, 0.2291141, -0.3946475, -0.4837734, 0.6051598, -1.1458122, 0.7609917, -0.0642229, 0.4278067, -1.0567510, -0.6215183, -0.3235242, 1.4359654, -0.8624455)    0    0   6.41343495  0 0.480 7.97898692
(-6.3003559, -19.6066282, 13.8470486, -0.6668784, -0.4397351, -0.4030355, -0.4466192, 1.7009773, -0.6182053, 1.0771670, -2.6311645, 3.1130691, 0.1638909, -1.0045719, -0.0385115, 0.6847473, -0.4204139, -0.2514494, 0.4770688, 0.4058223, -0.6647597, 0.5837894, 0.5830426, 0.4244624, -0.0515906, -0.0528843, -0.0366922)    0    0   7.05245329  4 0.800 8.76786527
(-6.8433694, -20.1367863, 13.0067940, -0.9833909, 0.0013315, -0.1251126, -0.1314816, 1.1544938, -0.6273953, 0.6142296, -1.5689927, 2.3564962, -0.0781747, -0.9670679, -0.1525589, 0.5941281, -0.1828514, 0.1499867, 0.4163313, -0.0354657, -0.0012467, -0.3482405, 0.3112768, 0.2913253, -0.1724818, -0.0853407, 0.1465993)    0    0   6.52028550  0 0.400 8.02106068
(-6.3303626, -19.9475175, 13.5108266, -0.6668701, -0.4397414, -0.4030398, -0.4466214, 1.5222591, -0.7522385, 1.0057668, -2.4011886, 2.9114756, 0.0985124, -0.9386382, -0.0004340, 0.6491018, -0.4175057, -0.2766564, 0.5555926, 0.4594954, -0.7602234, 0.5185263, 0.5725140, 0.4647679, -0.0690117, -0.1127597, 0.0753093)    0    0   7.00762075  5 0.400 8.79976635
(-11.0290294, -19.4932678, 9.9598207, -0.8871994, 0.2868908, 0.1962548, -0.3034056, -0.2279486, 0.3848536, 0.6869633, -0.1782848, 1.4082859, -0.5198085, -0.3668078, -1.9374146, -0.3434568, 0.0497002, -0.7212638, 0.8979679, -0.2805470, 1.0909566, -0.8186078, -0.6504315, -1.8446637, -0.1358533, 0.4436985, 0.3837172)    0    0   6.89818173  1 0.560 8.61515512
(-16.6389956, -8.8661420, 13.4466151, 0.7485951, 0.5182933, 0.2775574, -0.3064953, 0.0180686, 0.7377880, 1.1763568, 0.2637191, -0.2834202, -0.9173148, -1.8305806, 0.9433753, -0.0755547, 0.0885345, 0.9558477, -0.1027084, 0.0088083, 2.5855072, -1.3032643, 1.0034468, -0.0986175, -0.7692791, 1.2317658, -1.2375409)    0    0   5.64989032  0 5.000 7.06237871
(-8.0822344, -21.3345512, 10.4744216, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.7993669, -0.4243633, -0.2350012, -0.1455499, 0.9665660, -0.1335157, -0.9152635, -0.6328755, 0.4702415, 0.0856138, 0.5881393, 0.7566802, -0.9257615, 0.8491702, -1.4939240, 0.1317296, 0.1834747, -0.2279765, -0.0522602, 0.0225454)    0    0   7.12474184  7 0.320 8.85469152
(-3.3237248, -8.3309088, 19.8279988, -0.7187906, -0.4051579, -0.3748371, 0.4227107, 1.0043055, -0.4102316, -0.8402071, 0.1273157, 0.3021488, -1.0030311, -0.5967332, 0.0527375, -0.3727728, -0.5002771, 0.7624564, -1.4538329, 0.7428218, -0.0166073, 0.1722836, -1.4163244, -0.7589620, -0.3505246, 1.2896880, -1.0756287)    0    0   6.42110766  6 0.160 8.00257019
(-5.9851689, -19.9607342, 13.8725639, -0.6675904, -0.4392279, -0.4027618, -0.4463013, 1.5735132, -1.0933553, 0.9480956, -2.3807085, 3.0660606, -0.1225775, -1.1965970, -0.0509340, 0.7550510, -0.4896405, -0.3315615, 0.5797853, 0.3326492, -0.8721626, 0.6305007, 0.6008784, 0.3728430, -0.1003487, -0.0548420, -0.0199651)    0    0   6.75326503  16 0.000 8.16562089
(-3.3720220, -8.3074743, 19.9126665, -0.7187907, -0.4051578, -0.3748371, 0.4227106, 1.2076036, -0.3066072, -0.8738324, 0.0482821, 0.0928196, -0.9182037, -0.6382347, 0.1292069, -0.3681963, -0.4705697, 0.6734315, -1.2834542, 0.6619497, 0.1033620, 0.2490258, -1.3563073, -0.7053912, -0.3137803, 1.3314849, -0.9251230)    0    0   6.43379751  0 0.560 8.04407379
(-10.8348006, -19.7253870, 9.9955587, -0.8872082, 0.2868854, 0.1962449, -0.3033914, -0.2034107, -0.1689418, 0.7977179, -0.1387989, 1.5287649, -0.6512652, -0.1104681, -1.4766232, -0.2445762, 0.0753580, -0.9240224, 1.5547191, -0.7182822, 1.6473479, -0.5490299, -0.9551766, -2.0547522, -0.3387981, 0.3940303, 0.7840729)    0    0   6.90741007  1 0.720 8.62868349
(-14.0816676, -12.2358435, 18.1057238, -0.2784908, 0.4867919, 0.1689451, 0.8105147, -0.1574795, -0.6697403, 0.7050061, 0.2353529, 0.9826859, -0.7075893, 0.3135681, 0.0401487, 0.0122858, -0.0674886, 0.2682621, -0.5271563, 0.2600823, -0.8710584, 0.1543207, -0.5116893, 0.7479505, 0.0703932, 0.4295689, 0.2434275)    0    0   4.95560739  4 0.440 6.21678638
(-8.1419389, -21.1943658, 10.8873207, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.5107234, -0.4984968, -0.1369364, -0.3283897, 1.2647335, -0.3489100, -0.8098844, -0.7190303, 0.5101403, -0.0622835, 0.5551356, 0.9116758, -1.1449763, 0.8637350, -1.4142168, 0.3867935, 0.6229603, -0.0453195, -0.4122029, -0.0182830)    0    0   7.21809945  5 1.120 9.05882277
(-3.8981461, -14.5550634, 18.9081653, -0.4268817, -0.6662791, -0.1575779, 0.5907735, -0.2004998, -0.2076723, 0.6095486, -1.1328913, -0.2426585, -0.1733499, 0.0993204, -0.9509056, 0.5619077, -0.8832051, 0.4874824, 0.4187867, 0.2122818, -0.8228707, -0.6329864, -0.0230685, 0.0810431, -0.6146407, 0.0596282, -0.8330543)    0    0   5.96817333  3 0.400 7.37927593
(-10.3101245, -19.9046698, 10.2217610, -0.9766743, 0.1946120, 0.0416872, -0.0805957, 0.1368978, -0.0949669, 0.2695388, -0.0682802, 1.3387061, -0.3774789, -0.4825936, -1.1869922, 0.0637588, 0.0833815, -0.3663073, 1.0473429, -0.6573843, 1.3164303, -0.9244882, -0.5832445, -1.1511175, -0.4207343, 0.3203461, 0.5715413)    0    0   6.59415621  0 0.840 8.16821069
(-8.0340258, -21.4011524, 10.4480174, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.8602441, -0.4027999, -0.2238917, -0.2047843, 0.9318010, -0.1433334, -0.9825391, -0.7174403, 0.4566027, 0.0530528, 0.5922079, 0.7497370, -0.9140688, 0.8521015, -1.5018552, 0.1159005, 0.1609092, -0.2402207, -0.0359892, 0.0270760)    0    0   7.17149289  0 0.400 9.01370564
(-7.9364881, -21.3105058, 10.3158830, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.8449159, -0.6591955, -0.4140371, -0.2447269, 1.1793960, -0.1542428, -0.8251478, -0.5882912, 0.6411532, 0.0740844, 0.5939533, 0.7680375, -1.0945222, 0.8990089, -1.4216872, 0.3645006, 0.6437499, -0.0845248, -0.4981993, 0.0928077)    0    0   7.17942518  0 0.400 9.01696301
(-6.1850930, -19.7136212, 14.0821558, -0.6668817, -0.4397325, -0.4030335, -0.4466185, 1.5778364, -0.8000160, 1.0297093, -2.4831859, 2.9517329, 0.1912399, -0.8519047, 0.0586658, 0.6662764, -0.4769855, -0.2098316, 0.3687996, 0.2932197, -0.5493476, 0.5934248, 0.5780984, 0.3641409, -0.0139855, 0.0278680, -0.1478292)    0    0   6.97935551  13 0.000 8.78008826
(-3.5343314, -14.2674219, 19.0832863, -0.4268815, -0.6662765, -0.1575796, 0.5907761, 0.0402666, -0.5391216, 0.3998609, -1.2153463, -0.2537587, -0.0089281, 0.1918570, -0.6894942, 0.4304070, -0.7770605, 0.4870500, 0.2202691, 0.5124324, -0.7769065, -0.5181452, -0.0508993, -0.0929776, -0.6076238, -0.0786379, -0.9065378)    0    0   5.99126320  8 0.160 7.51215380
(-10.8744978, -19.6373546, 9.8312349, -0.8872124, 0.2868828, 0.1962401, -0.3033845, -0.2353496, 0.4379720, 0.7151083, -0.1925604, 1.4274620, -0.5012403, -0.3876214, -2.0292418, -0.3527811, 0.0452058, -0.7775674, 1.0710429, -0.4127982, 1.2375937, -0.7370045, -0.7245656, -1.7710239, -0.2720691, 0.5069507, 0.4999682)    0    0   6.91314803  7 0.440 8.66637330
(-3.4150453, -8.4892392, 20.2205942, -0.7187907, -0.4051578, -0.3748371, 0.4227106, 0.8819669, -0.4191442, -0.8318217, 0.0569406, 0.2211747, -0.8984530, -0.5036744, -0.0107434, -0.1994982, -0.3471313, 0.7573677, -1.5087873, 0.8213767, -0.0914290, 0.2897180, -1.3779406, -0.7548407, -0.3626892, 1.3566138, -1.1261038)    0    0   6.32831827  6 0.160 7.94302086
(-8.5279074, -17.8712904, 16.5473414, -0.4658283, 0.0195194, 0.6386639, 0.6121531, 0.1952161, -0.4420783, -0.1097477, 0.0363029, -0.9720162, -0.8734015, 0.3126274, 1.1894038, -1.1955609, -0.7882280, 0.7805056, -0.9423008, -0.4258023, -0.1825615, 2.2969917, 0.0046713, -0.7541706, 0.6097886, 1.0434542, 1.2117526)    0    0   4.31059826  1 0.600 7.18128339
(-13.8752307, -12.2057835, 18.5575200, -0.2784918, 0.4867910, 0.1689447, 0.8105150, -0.1401724, -0.6121321, 0.6390510, 0.1170671, 0.8919888, -0.7338365, 0.2874893, -0.0470921, 0.1843659, -0.1264148, 0.2541194, -0.6077984, 0.2465186, -1.2234942, 0.1415036, -0.3598223, 1.0256718, -0.0489448, 0.7173684, 0.2137860)    0    0   4.93508416  0 0.600 6.19172710
(-11.0598232, -19.2950869, 10.2089216, -0.8871952, 0.2868933, 0.1962596, -0.3034124, -0.1712575, 0.1161916, 0.5942692, -0.1435184, 1.3726248, -0.5666186, -0.2928943, -1.5781480, -0.2664747, 0.0448736, -0.9058566, 1.4429095, -0.6122813, 1.5416998, -0.6408622, -0.9010059, -2.0057723, -0.3300529, 0.4640742, 0.7133236)    0    0   6.95014589  2 1.680 8.70746144
(-6.2867199, -19.7442012, 13.6354463, -0.6668862, -0.4397294, -0.4030322, -0.4466160, 1.5282549, -0.7035057, 1.1378197, -2.5526985, 2.9839208, 0.1390211, -0.8778619, 0.0875865, 0.6122592, -0.3991596, -0.2513264, 0.6596687, 0.5710262, -0.8166931, 0.2699155, 0.4879347, 0.4949921, -0.1531650, -0.2166372, 0.3321472)    0    0   7.00327972  9 0.320 8.67633631
(-3.0374333, -8.3203341, 20.0709036, -0.7187906, -0.4051579, -0.3748371, 0.4227107, 1.1468798, -0.3413527, -0.8656868, 0.0779337, 0.1784831, -0.9659831, -0.6259382, 0.1071324, -0.3775493, -0.4994032, 0.7108062, -1.3065323, 0.7152511, -0.0144305, 0.2077895, -1.2734397, -0.7037249, -0.3368031, 1.3090929, -0.9664350)    0    0   6.49950618  0 5.000 8.12438272
(-8.1382389, -17.8043544, 16.7878886, -0.2236908, 0.1444456, 0.6871089, 0.6760024, 0.2328535, -0.4860532, -0.1251078, 0.1074062, -0.9301558, -0.8784829, 0.3364786, 1.1752029, -1.1702501, -0.8606769, 0.8232576, -0.9483537, -0.3606152, -0.1598692, 2.3249263, 0.0214468, -0.7335702, 0.6365494, 1.0741521, 1.2893542)    0    0   1.52534660  13 2.760 -3.96331031
(-3.6476455, -14.3183738, 18.9632316, -0.4268817, -0.6662793, -0.1575778, 0.5907733, -0.1919209, -0.2222051, 0.6427878, -1.1472979, -0.2709496, -0.1451315, 0.0174171, -0.8893262, 0.5152455, -0.8635725, 0.5258652, 0.3512529, 0.2723368, -0.6438227, -0.4019623, -0.0661619, 0.0019282, -0.4769241, 0.1120878, -0.7215413)    0    0   5.96861472  5 0.400 7.48634060
(-3.3468081, -8.5958944, 19.8724042, -0.7187906, -0.4051578, -0.3748371, 0.4227106, 0.8126450, -0.4606448, -0.7934320, 0.1192206, 0.2379758, -0.8393643, -0.5416820, -0.0304729, -0.2633105, -0.3038891, 0.7072118, -1.5979238, 0.9216273, -0.1321199, 0.4035282, -1.5050898, -0.8037901, -0.3766458, 1.4267253, -1.2589324)    0    0   6.44116202  0 0.400 8.07932041
(-8.5617968, -18.0784608, 16.4425661, -0.5174377, -0.0101624, 0.6197749, 0.5899440, 0.3721638, -0.3327899, -0.0020022, -0.0719861, -1.1116868, -0.4900311, 0.5985059, 1.1816022, -1.1909004, -0.5731364, 1.2561107, -0.9600831, -0.3296272, -0.1972536, 2.1664720, 0.2487351, -1.1760740, 0.4708396, 0.9142283, 1.0826375)    0    0   6.17741564  2 0.760 7.80353447
(-3.7207384, -14.5286950, 19.2545103, -0.4268814, -0.6662745, -0.1575811, 0.5907782, -0.2420548, -0.1890628, 0.7336563, -1.1428664, -0.2841587, -0.1585817, -0.1878063, -0.8080999, 0.4889564, -0.8945739, 0.5238133, 0.2436934, 0.5291827, -0.9648461, -0.7351262, -0.1001564, -0.0370919, -0.8288229, -0.1185812, -1.0667429)    0    0   5.99863892  0 0.400 7.55207947
(-7.9590214, -21.3086756, 10.3345693, -0.9871268, 0.1594916, -0.0113824, -0.0036805, 0.5546913, -0.4733766, -0.1813459, -0.2601704, 1.2715768, -0.2859080, -0.8593581, -0.7045161, 0.5306533, -0.0999286, 0.6157469, 0.7030051, -1.0038695, 0.9033379, -1.4663367, 0.2514095, 0.4645565, -0.1661939, -0.3587124, 0.1189804)    0    0   7.21214432  6 4.720 9.02408694
(-11.0789249, -19.4061291, 9.9201694, -0.8872309, 0.2868714, 0.1962193, -0.3033547, -0.2329500, 0.4011639, 0.7359706, -0.1957284, 1.4483238, -0.5041369, -0.3727288, -2.0193157, -0.3432479, 0.0439692, -0.8819703, 1.3863181, -0.6347007, 1.5040320, -0.5408486, -0.8758510, -2.0040718, -0.2621225, 0.3624368, 0.6717942)    0    0   6.72579947  7 0.480 8.34475389
(-16.7315109, -8.7251424, 13.9030703, 0.7485949, 0.5182939, 0.2775577, -0.3064945, -0.0063645, 0.8069156, 1.2482575, 0.2801021, -0.3230259, -0.9374448, -1.8787255, 1.0199759, -0.0907155, 0.0612490, 1.0130170, -0.2562064, -0.0874924, 2.3770058, -1.4151835, 1.0554898, -0.1242707, -0.8839373, 1.3519063, -1.2184683)    0    0   5.52896734  0 0.520 6.91122466
(-5.6649176, -20.0333122, 13.6336446, -0.6668278, -0.4397716, -0.4030566, -0.4466397, 1.3394267, -0.5058328, 0.9781327, -2.1934009, 2.7448878, -0.0752617, -1.0691885, -0.1253523, 0.5560713, -0.2275579, -0.0825453, 0.4274274, 0.3402303, -0.4619327, 0.0698233, 0.3908039, 0.3447949, -0.1223561, -0.0667622, 0.2093747)    0    0   6.87403562  1 0.800 8.59522441
(1.9779022, -15.8415373, 16.4171119, -0.3905268, -0.8984261, 0.0811529, 0.1836672, -0.4051804, -1.2803802, 0.8518283, -1.0801878, 0.4424782, -0.3620249, -2.3846048, 1.1831175, 1.2913608, -2.3068374, 0.3628293, -1.2754923, 1.6043579, -0.0605716, 0.1686151, 0.5402963, -0.6550333, 0.3309374, -0.5571972, 0.4276521)    0    0   7.11697625  3 1.240 8.95188885
(2.3004413, -15.9620221, 16.2706858, -0.3905268, -0.8984261, 0.0811529, 0.1836672, -0.4082192, -1.2097528, 0.8245481, -1.0426919, 0.2477897, -0.3175031, -2.2790917, 1.2207523, 1.1147357, -2.1056288, 0.3884800, -1.2970811, 1.6557971, -0.2308224, 0.0978250, 0.4967184, -0.6444949, 0.1764996, -0.5626361, 0.3895631)    0    0   7.28415100  0 2.360 9.11684650
(-8.9357833, -17.7689930, 16.3715181, -0.5159441, -0.0092812, 0.6203729, 0.5906378, 0.2510378, -0.4666366, -0.1179157, 0.1156198, -0.9922303, -0.8226738, 0.4008033, 1.1875430, -1.1881055, -0.8318742, 0.8705097, -0.9868816, -0.3909650, -0.1612730, 2.3584549, 0.0220224, -0.8044329, 0.6368600, 1.0996227, 1.2935739)    0    0   6.06884272  7 0.280 7.74233765
(-13.9765182, -12.3093925, 18.2083137, -0.2784904, 0.4867922, 0.1689453, 0.8105146, -0.1592353, -0.6704362, 0.7060055, 0.2330283, 0.9823520, -0.7074372, 0.3115277, 0.0373421, 0.0135714, -0.0661617, 0.2356547, -0.5362866, 0.2124863, -0.8872039, 0.1231419, -0.3792199, 0.8318930, -0.0985207, 0.5782639, 0.0796560)    0    0   4.97933969  2 5.000 6.21946649
(-3.0131665, -8.1011653, 20.2398833, -0.7187907, -0.4051578, -0.3748371, 0.4227106, 1.1322154, -0.3422607, -0.8554284, 0.0772443, 0.1416038, -0.9163235, -0.6304334, 0.1010145, -0.3716884, -0.4543256, 0.7453983, -1.3826030, 0.7927644, -0.1254260, 0.2349520, -1.2299743, -0.7112693, -0.3600936, 1.3248146, -1.0390568)    0    0   6.34471566  7 0.080 7.90113043
(2.6698332, -16.2476670, 16.0866253, -0.3905268, -0.8984261, 0.0811529, 0.1836672, -0.5908330, -1.4153465, 0.8744362, -1.2116107, 0.1822807, -0.4511453, -2.2244342, 0.9962248, 1.0102024, -1.9518918, 0.4830718, -1.4178286, 1.4927161, -0.2535961, -0.1269665, 0.4821938, -0.3402345, 0.2540794, -0.5456413, 0.3881548)    0    0   7.11121605  7 1.960 8.83897580
(-16.7397077, -8.7786527, 13.8115744, 0.7485950, 0.5182934, 0.2775574, -0.3064952, -0.0224800, 1.0687450, 1.0060831, 0.2194087, -0.3228025, -0.8671760, -2.0483849, 1.0168009, -0.0806191, 0.1666501, 1.0109268, -0.3281945, -0.1470645, 2.2701455, -1.4023313, 1.0126855, -0.1335161, -0.9245361, 1.3456716, -1.2017734)    0    0   5.60988588  1 3.000 7.05837666
(-3.3315868, -8.8938421, 19.9744980, -0.7187907, -0.4051578, -0.3748371, 0.4227106, 1.0661617, -0.3613471, -0.8484274, 0.0700424, 0.1541578, -0.9032339, -0.5973559, 0.0712880, -0.3238410, -0.4190071, 0.7121703, -1.3993878, 0.7999425, -0.0791501, 0.3251065, -1.2869437, -0.7161945, -0.3504790, 1.3771160, -1.0466277)    0    0   6.37317601  26 0.000 7.93928268
