-17.779582198 15.300236103 -13.046273484 0.876113934 0.374415500 0.257414430 -0.161168298
-20.732415765 11.698657493 -0.348262952 0.650751729 0.062969712 0.682161226 -0.327434062
-18.478369403 14.556232384 -4.156831835 0.713675913 0.342993783 0.537741884 -0.289578353
-12.624356599 7.007230145 -2.245629519 0.795080110 -0.368979162 0.449651001 -0.171802138
-11.886404833 15.706792393 -12.427410347 0.880089139 0.463599163 0.064261244 -0.079933822
-19.779418771 7.439372805 -7.439575428 0.876699074 0.006496969 0.435027735 -0.205200861
-15.086620151 19.834750306 -0.135009690 0.500665566 0.682323753 0.450170017 -0.284807377
-22.961287039 8.934037735 -4.094243867 0.779508998 0.002955319 0.566749764 -0.266742747
-12.561424116 9.630335479 -3.962748151 0.847875688 0.106694887 0.465506288 -0.230275737
-17.090712408 13.052321982 -6.427055132 0.804431300 0.317249954 0.440564305 -0.241134492
-16.731652174 15.873320275 -3.904159030 0.679231062 0.468151992 0.490534593 -0.280810772
-21.521631740 11.305010855 -0.928228695 0.676814388 0.051070445 0.662483142 -0.316907211
-24.430469646 17.923511870 -5.995183829 0.726969801 0.350724860 0.518884110 -0.281542647
-12.865717944 16.690727272 -5.621951073 0.710016716 0.637384009 0.238750011 -0.180599890
-17.884076001 3.611470804 -5.452732017 0.880206766 -0.218368378 0.389869427 -0.159853467
-18.805238757 11.478016288 2.256552327 0.550844199 -0.028113417 0.756041015 -0.352395074
-24.874748555 10.104060449 -3.957559877 0.762065432 0.044532389 0.582742006 -0.278720105
-24.652934803 12.267506396 -2.665636056 0.716570370 0.110433231 0.618646884 -0.302667209
-21.053870542 19.112867954 -4.623958181 0.681998510 0.454784309 0.498016275 -0.282894068
-26.030597880 12.943606382 -5.551425579 0.763463509 0.162606279 0.558765724 -0.280113431
-19.088897850 15.312022366 -16.090843499 0.896193481 0.344704185 0.236721481 -0.148253870
-15.311518325 8.735808431 -4.408939645 0.839535733 0.001693182 0.491613269 -0.231286144
-11.739081673 15.271315343 -7.365329226 0.797751565 0.573793737 0.136288692 -0.125612819
-21.530942276 18.247899496 -0.566218143 0.597812918 0.385543247 0.619235049 -0.332451610
-20.025984295 9.607726290 -5.214926195 0.808816093 0.064277908 0.526317183 -0.254313000
-14.016813070 10.485060200 -5.772430235 0.869840807 0.217506156 0.391288229 -0.207271718
-19.259828358 16.164625320 -11.931651195 0.847185540 0.385635858 0.313074137 -0.188537081
-15.398965791 13.553937398 -11.867407308 0.899133757 0.354715807 0.215279373 -0.139247892
-15.902725956 9.624881991 -15.142248372 0.959596949 0.197151553 0.172717984 -0.102339913
-13.273805644 10.940270810 0.411111184 0.467073677 -0.007809402 0.800500587 -0.375473040
-22.414557017 7.451652624 -7.849118723 0.861603327 0.012939878 0.458672220 -0.217007053
-13.773019022 16.128907586 -8.103448522 0.797692359 0.535318604 0.224776741 -0.163083748
-10.728472171 9.106390248 -4.350744814 0.958839140 0.074118889 0.244916836 -0.123083865
-16.265231026 15.985028767 -14.993861246 0.890516762 0.397112849 0.181451507 -0.127893055
-16.368123426 20.248685415 -3.493697312 0.618330880 0.631190109 0.394061049 -0.252946356
-12.007314993 14.933447240 -3.695491820 0.646180792 0.673385065 0.291809509 -0.209404273
-14.207792785 10.860547396 -11.953481209 0.945158831 0.254830073 0.173001426 -0.108659674
-12.995210360 10.261732604 -4.283620914 0.833907309 0.196216394 0.458415261 -0.236544236
-9.330829346 12.099535001 -4.638902333 0.787926027 0.612672481 -0.040122113 -0.046853205
-16.967400505 14.090047330 -6.499763330 0.788450169 0.374631897 0.424800504 -0.239878727
-22.995793927 18.078163016 -11.263111948 0.807210305 0.384060669 0.388377312 -0.223767713
-20.195995477 20.610332708 -10.905591381 0.781221551 0.490271734 0.326805461 -0.206215192
-23.680476865 13.714020614 -13.732636454 0.871647331 0.260123504 0.364506502 -0.199252861
-18.787828920 22.942679919 -8.868478176 0.725404472 0.577924224 0.310668770 -0.208030908
-15.998005047 4.070276208 -7.597754958 0.935454984 -0.151595631 0.294902987 -0.122372246
-11.021514699 9.533433408 -9.661143209 0.974983450 0.208528888 0.058585404 -0.049907169
-14.301297825 15.490071664 -12.769919063 0.883084633 0.426996117 0.154357861 -0.118361727
-16.912002463 6.957834878 -1.693300983 0.751479930 -0.225589747 0.570050821 -0.243781137
-14.272755229 7.277106576 -6.601156859 0.935312953 -0.029042095 0.320313898 -0.147462684
-14.324107827 8.736346547 -12.179023010 0.968034041 0.157491644 0.169615893 -0.096627773
-17.490956270 15.273757633 2.018597730 0.486731819 0.298644389 0.730125728 -0.375260025
-22.489056344 6.741995323 -4.225527727 0.803677721 -0.085182956 0.536447162 -0.243044085
-21.191473502 4.979178583 -8.174271803 0.890360491 -0.071618420 0.409781562 -0.184954237
-13.849452489 5.478232393 -7.065622726 0.954187285 -0.124027586 0.251304026 -0.104833537
-19.234333554 12.197615334 -1.098571335 0.654327614 0.128133890 0.669083138 -0.328275546
-17.378994488 21.938522346 -6.985081721 0.695804278 0.607007010 0.318266287 -0.214721835
-25.664575989 15.886431740 -12.952018727 0.838293282 0.295387323 0.401718694 -0.220528442
-18.562937819 14.700084908 -5.102473259 0.738837029 0.354534333 0.503059064 -0.274511984
-19.082347383 22.570906279 -7.817908993 0.710390362 0.574231056 0.341097204 -0.221939014
-15.254593235 18.117600326 -9.805134309 0.798047769 0.532342865 0.229240223 -0.164862831
-24.990357329 14.578554021 -2.813023087 0.698573569 0.200568897 0.613063336 -0.309710239
-20.323755309 11.888109899 -6.435970223 0.806133416 0.194153001 0.497562378 -0.254725751
-17.590998544 20.369877230 -1.563657309 0.572715275 0.595449654 0.482606133 -0.290737414
-14.760610281 16.622614099 -15.009775691 0.886490728 0.428479183 0.135914115 -0.109850501
-12.460722080 10.254871957 -10.196233099 0.957184870 0.242610522 0.131295101 -0.087743121
-16.590318987 9.982347878 -6.240805205 0.857494241 0.137373840 0.442872378 -0.222926248
-15.038116990 13.269326920 -8.245242336 0.855157518 0.378495709 0.303174281 -0.183117374
-19.821495622 11.179983188 -4.892802150 0.781933612 0.142821122 0.543089113 -0.270621820
-21.118449497 10.369655448 -11.661966332 0.895300870 0.170983533 0.364895342 -0.189874626
-21.001938780 6.413339881 -3.171427509 0.789939319 -0.135914048 0.546604380 -0.242377589
-24.873035150 8.243098420 -2.681177010 0.754462318 -0.049198146 0.594329611 -0.274113967
-21.227704939 21.653333796 -5.268689336 0.674597027 0.519088277 0.451353289 -0.267855222
-21.927257642 7.089834541 -2.223528133 0.758911844 -0.122668025 0.583738941 -0.261255080
-25.818987944 19.917537378 -7.329403660 0.732993132 0.385774017 0.489972234 -0.271710666
-14.598212523 12.406419321 -12.263123954 0.923590831 0.316391573 0.180892214 -0.118972086
-14.329454573 15.440048371 -7.570000194 0.797490430 0.505268305 0.274205322 -0.183096683
-17.559868148 9.747351265 -9.212563659 0.903862024 0.155136493 0.354160954 -0.183128721
-18.534178105 10.912531903 -12.372534383 0.915796942 0.216380385 0.296697317 -0.162684333
-12.856882641 8.122139441 -9.638835489 0.977751171 0.107079094 0.158548532 -0.086017893
-11.982150278 15.343365021 -9.368023885 0.843470525 0.514785273 0.110064053 -0.106955605
